web-scraper-order,web-scraper-start-url,name,season,team,position,games_played,goals,assists,points,plus_minus,pim,points_per_gp,ppg,ppp,shg,shp,gwg,otg,shots,shot_perc,toi_gp,shifts_gp,fow_perc
"1571428408-4324","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bill Regan","1930-31","NYR","D","42","2","1","3","","53","0.07","","","","","0","0","","--","","--","--"
"1571428408-4228","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gerry Carson","1936-37","MMR","D","42","1","3","4","","28","0.10","0","0","0","0","0","0","","--","","--","--"
"1571428408-1293","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Red Horner","1937-38","TOR","D","47","4","20","24","","82","0.51","0","0","0","0","1","0","","--","","--","--"
"1571428408-3013","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Reg Noble","1929-30","DCG","C","43","6","4","10","","72","0.23","","","","","0","0","","--","","--","--"
"1571428408-4199","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bud Maracle","1930-31","NYR","L","11","1","3","4","","4","0.36","","","","","0","0","","--","","--","--"
"1571428408-3625","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jimmy Fowler","1938-39","TOR","D","39","1","6","7","","9","0.18","0","3","0","0","0","0","","--","","--","--"
"1571428408-5365","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Alex Smith","1924-25","SEN","D","7","0","0","0","","4","--","","","","","0","0","","--","","--","--"
"1571428408-3792","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Billy Coutu","1925-26","MTL","D","33","2","4","6","","97","0.18","","","","","0","0","","--","","--","--"
"1571428408-4262","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ralph Taylor","1929-30","CHI, NYR","D","39","3","0","3","","74","0.08","","","","","0","0","","--","","--","--"
"1571428408-1570","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Reg Noble","1924-25","TSP, MMR","C","30","9","12","21","","62","0.70","","","","","1","0","","--","","--","--"
"1571428408-5514","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gerry Denoird","1922-23","TSP","C","1","0","0","0","","0","--","","","","","0","0","","--","","--","--"
"1571428408-5563","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bert McInenly","1933-34","SEN, BOS","L","9","0","0","0","","4","--","0","0","0","0","0","0","","--","","--","--"
"1571428408-5812","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Stan McCabe","1932-33","MMR","L","1","0","0","0","","0","--","","","","","0","0","","--","","--","--"
"1571428408-2650","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Joe Krol","1941-42","BRK","L","24","9","3","12","","8","0.50","0","0","0","0","0","0","","--","","--","--"
"1571428408-3432","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Alex Smith","1929-30","SEN","D","43","2","6","8","","91","0.19","","","","","0","0","","--","","--","--"
"1571428408-4893","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Howard McNamara","1919-20","MTL","D","10","1","0","1","","4","0.10","","","","","0","0","","--","","--","--"
"1571428408-4971","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Lloyd Andrews","1924-25","TSP","L","7","1","0","1","","0","0.14","","","","","0","0","","--","","--","--"
"1571428408-678","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ray Getliffe","1936-37","BOS","C","48","16","15","31","","28","0.65","2","2","1","1","4","0","","--","","--","--"
"1571428408-2040","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","George Boucher","1917-18","SEN","D","21","9","8","17","","46","0.81","","","","","1","0","","--","","--","--"
"1571428408-39","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bryan Hextall Sr.","1941-42","NYR","R","48","24","32","56","","30","1.17","4","8","1","3","3","2","","--","","--","--"
"1571428408-74","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Syl Apps","1937-38","TOR","C","47","21","29","50","","9","1.06","4","9","0","2","2","1","","--","","--","--"
"1571428408-1978","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ott Heller","1939-40","NYR","D","47","4","14","18","","28","0.38","0","1","0","2","3","0","","--","","--","--"
"1571428408-1719","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Earl Seibert","1940-41","CHI","D","46","3","17","20","","52","0.43","1","3","0","2","2","0","","--","","--","--"
"1571428408-780","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Herb Cain","1937-38","MMR","L","47","11","19","30","","10","0.64","1","6","0","0","2","0","","--","","--","--"
"1571428408-2398","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Punch Broadbent","1923-24","SEN","R","22","9","5","14","","48","0.64","","","","","3","1","","--","","--","--"
"1571428408-468","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Grant Warwick","1942-43","NYR","R","50","17","18","35","","31","0.70","5","7","0","0","0","0","","--","","--","--"
"1571428408-3509","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Wilf Starr","1932-33","NYA","C","26","4","3","7","","8","0.27","","","","","0","0","","--","","--","--"
"1571428408-3221","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Cy Wentworth","1935-36","MMR","D","48","4","5","9","","24","0.19","0","2","2","2","0","0","","--","","--","--"
"1571428408-5338","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Irv McGibbon","1942-43","MTL","R","1","0","0","0","","2","--","0","0","0","0","0","0","","--","","--","--"
"1571428408-487","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Aurel Joliat","1930-31","MTL","L","43","13","22","35","","73","0.81","","","","","3","0","","--","","--","--"
"1571428408-76","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Joe Primeau","1931-32","TOR","C","46","13","37","50","","25","1.09","","","","","3","0","","--","","--","--"
"1571428408-3763","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Hap Day","1934-35","TOR","D","45","2","4","6","","38","0.13","0","0","1","1","0","0","","--","","--","--"
"1571428408-920","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Odie Cleghorn","1918-19","MTL","R","18","21","6","27","","30","1.50","","","","","1","0","","--","","--","--"
"1571428408-782","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Joe Primeau","1934-35","TOR","C","37","10","20","30","","16","0.81","5","10","0","0","1","0","","--","","--","--"
"1571428408-2219","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Alex Motter","1938-39","DET","C","44","5","11","16","","17","0.36","0","1","0","0","1","0","","--","","--","--"
"1571428408-1034","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Wildor Larochelle","1929-30","MTL","R","44","14","12","26","","28","0.59","","","","","3","1","","--","","--","--"
"1571428408-5884","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Terry Reardon","1938-39","BOS","C","4","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571428408-4785","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gerry Carson","1929-30","MTL","D","35","1","0","1","","8","0.03","","","","","0","0","","--","","--","--"
"1571428408-4390","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Art Wiebe","1938-39","CHI","D","47","1","2","3","","24","0.06","0","0","0","0","0","0","","--","","--","--"
"1571428408-4677","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bernie Morris","1924-25","BOS","C","6","1","1","2","","0","0.33","","","","","1","1","","--","","--","--"
"1571428408-1206","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bill Cook","1927-28","NYR","R","43","18","6","24","","42","0.56","","","","","4","0","","--","","--","--"
"1571428408-941","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Murray Murdoch","1933-34","NYR","L","48","17","10","27","","29","0.56","3","6","0","1","3","0","","--","","--","--"
"1571428408-5745","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Henry Hicks","1930-31","DFL","D","16","0","0","0","","10","--","","","","","0","0","","--","","--","--"
"1571428408-1183","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","John Chad","1940-41","CHI","R","45","7","18","25","","16","0.56","1","5","0","0","0","1","","--","","--","--"
"1571428408-3453","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Georges Mantha","1931-32","MTL","D","48","1","7","8","","8","0.17","","","","","0","0","","--","","--","--"
"1571428408-1771","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Hooley Smith","1928-29","MMR","C","41","10","9","19","","124","0.46","","","","","1","0","","--","","--","--"
"1571428408-3397","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bert McInenly","1930-31","DFL","L","44","3","5","8","","48","0.18","","","","","0","0","","--","","--","--"
"1571428408-1706","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Art Jackson","1935-36","TOR","C","48","5","15","20","","14","0.42","3","4","1","1","0","0","","--","","--","--"
"1571428408-1741","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jack Adams","1923-24","TSP","C","22","13","6","19","","51","0.86","","","","","2","0","","--","","--","--"
"1571428408-759","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Tom Cook","1929-30","CHI","C","41","14","16","30","","18","0.73","","","","","1","0","","--","","--","--"
"1571428408-952","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Joe Lamb","1931-32","NYA","R","48","16","11","27","","69","0.56","","","","","4","1","","--","","--","--"
"1571428408-280","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bill Cowley","1937-38","BOS","C","48","17","22","39","","8","0.81","1","1","0","0","1","0","","--","","--","--"
"1571428408-2944","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Red Horner","1932-33","TOR","D","48","3","8","11","","144","0.23","","","","","0","0","","--","","--","--"
"1571428408-3369","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bill MacKenzie","1936-37","MMR, MTL","D","48","4","4","8","","28","0.17","2","3","0","0","0","0","","--","","--","--"
"1571428408-371","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Neil Colville","1937-38","NYR","C","45","18","19","37","","11","0.82","0","3","1","1","4","0","","--","","--","--"
"1571428408-385","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Mel Hill","1941-42","BRK","R","47","14","23","37","","10","0.79","5","10","0","1","1","0","","--","","--","--"
"1571428408-290","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Aurel Joliat","1931-32","MTL","L","48","15","24","39","","48","0.81","","","","","4","3","","--","","--","--"
"1571428408-4410","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Billy Coutu","1918-19","MTL","D","16","1","2","3","","18","0.19","","","","","0","0","","--","","--","--"
"1571428408-2719","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","James Jarvis","1930-31","QUA","L","44","5","7","12","","32","0.27","","","","","0","0","","--","","--","--"
