web-scraper-order,web-scraper-start-url,team,season,games_played,wins,losses,ties,overtime,points,row,p_perc,goals_for,goals_against,shoot_out_wins,goalsf_per_gp,goalsa_per_gp,powerplay_perc,penalty_kill_perc,shots_per_gp,shots_against_per_gp,fow_perc
"1571322799-572","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New Jersey Devils","2013-14","82","35","29","0","18","88","35",".537","197","195","0","2.40","2.38","19.5","86.4","26.8","25.5","47.0"
"1571322799-121","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New Jersey Devils","2008-09","82","51","27","0","4","106","45",".646","238","207","6","2.90","2.52","18.9","79.9","32.9","29.5","51.3"
"1571322799-781","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","St. Louis Blues","1995-96","82","32","34","16","","80","0",".488","219","248","0","2.67","3.02","16.5","83.0","31.1","29.8","0.0"
"1571322799-869","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Columbus Blue Jackets","2015-16","82","34","40","0","8","76","28",".463","213","248","6","2.60","3.02","17.3","81.0","29.1","31.1","49.0"
"1571322799-399","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Calgary Flames","2007-08","82","42","30","0","10","94","39",".573","226","224","3","2.76","2.73","16.8","81.5","28.2","28.5","49.5"
"1571322799-849","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Chicago Blackhawks","1968-69","76","34","33","9","","77","0",".506","280","246","0","3.68","3.24","--","--","33.9","34.0","--"
"1571322799-482","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Rangers","1978-79","80","40","29","11","","91","0",".569","316","292","0","3.95","3.65","23.9","74.7","30.9","27.8","--"
"1571322799-221","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Rangers","2015-16","82","46","27","0","9","101","43",".616","233","215","3","2.84","2.62","18.6","78.2","28.5","30.4","49.2"
"1571322799-1284","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Rangers","1932-33","48","23","17","8","","54","0",".563","135","107","0","2.81","2.23","--","--","--","--","--"
"1571322799-573","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Islanders","1974-75","80","33","25","22","","88","0",".550","264","221","0","3.30","2.76","--","--","29.6","29.3","--"
"1571322799-1204","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Vancouver Canucks","1973-74","78","24","43","11","","59","0",".378","224","296","0","2.87","3.79","--","--","28.2","31.7","--"
"1571322799-928","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Toronto Maple Leafs","1951-52","70","29","25","16","","74","0",".529","168","157","0","2.40","2.24","--","--","--","--","--"
"1571322799-429","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Boston Bruins","2015-16","82","42","31","0","9","93","38",".567","236","228","4","2.88","2.78","20.5","82.2","32.0","30.4","50.4"
"1571322799-646","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Pittsburgh Penguins","1978-79","80","36","31","13","","85","0",".531","281","279","0","3.51","3.49","21.4","77.2","32.3","30.9","--"
"1571322799-19","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Philadelphia Flyers","1975-76","80","51","13","16","","118","0",".738","348","209","0","4.35","2.61","--","--","37.5","27.8","--"
"1571322799-1084","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New Jersey Devils","1988-89","80","27","41","12","","66","0",".413","281","325","0","3.51","4.06","18.3","75.4","31.2","29.9","0.0"
"1571322799-313","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Pittsburgh Penguins","2014-15","82","43","27","0","12","98","39",".598","217","204","4","2.65","2.49","19.3","84.8","31.6","29.3","49.1"
"1571322799-1046","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Toronto Maple Leafs","1996-97","82","30","44","8","","68","0",".415","230","273","0","2.80","3.33","15.5","82.0","29.3","34.4","0.0"
"1571322799-950","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Rangers","1999-00","82","29","38","12","3","73","0",".445","218","246","0","2.66","3.00","16.9","83.2","29.5","29.8","53.1"
"1571322799-200","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Boston Bruins","2011-12","82","49","29","0","4","102","40",".622","260","199","9","3.17","2.43","17.2","83.5","32.4","29.8","54.5"
"1571322799-345","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Buffalo Sabres","2010-11","82","43","29","0","10","96","38",".585","240","228","5","2.93","2.78","19.4","83.0","32.8","30.7","47.7"
"1571322799-364","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Boston Bruins","2016-17","82","44","31","0","7","95","42",".579","232","209","2","2.83","2.55","21.7","85.7","33.2","26.8","53.2"
"1571322799-166","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Detroit Red Wings","2010-11","82","47","25","0","10","104","43",".634","257","237","4","3.13","2.89","22.3","82.3","33.6","30.7","51.9"
"1571322799-68","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Dallas Stars","2002-03","82","46","17","15","4","111","0",".677","245","169","0","2.99","2.06","19.0","85.5","30.1","25.3","50.2"
"1571322799-277","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","St. Louis Blues","2018-19","82","45","28","0","9","99","42",".604","244","220","3","2.98","2.68","21.1","81.5","31.8","28.6","51.4"
"1571322799-127","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Boston Bruins","1976-77","80","49","23","8","","106","0",".663","312","240","0","3.90","3.00","--","--","30.1","25.3","--"
"1571322799-423","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Vegas Golden Knights","2018-19","82","43","32","0","7","93","40",".567","246","228","3","3.00","2.78","16.8","80.9","34.3","29.3","50.4"
"1571322799-1117","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New Jersey Devils","1986-87","80","29","45","6","","64","0",".400","293","368","0","3.66","4.60","21.9","73.2","29.5","33.6","--"
"1571322799-375","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New Jersey Devils","2001-02","82","41","28","9","4","95","0",".579","205","187","0","2.50","2.28","16.9","83.8","29.8","23.2","49.5"
"1571322799-114","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New Jersey Devils","1997-98","82","48","23","11","","107","0",".652","225","166","0","2.74","2.02","18.9","86.7","29.3","23.7","51.3"
"1571322799-355","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Philadelphia Flyers","2015-16","82","41","27","0","14","96","38",".585","211","210","3","2.57","2.56","18.9","80.5","31.0","30.7","51.0"
"1571322799-667","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Chicago Blackhawks","2018-19","82","36","34","0","12","84","33",".512","267","291","3","3.26","3.55","20.2","72.7","32.5","34.8","49.5"
"1571322799-1386","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Rangers","1994-95","48","22","23","3","","47","0",".490","139","134","0","2.90","2.79","20.0","83.9","31.9","26.3","0.0"
"1571322799-1330","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Montréal Canadiens","1929-30","44","21","14","9","","51","0",".580","142","114","0","3.23","2.59","--","--","--","--","--"
"1571322799-814","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Anaheim Ducks","1995-96","82","35","39","8","","78","0",".476","234","247","0","2.85","3.01","14.1","80.8","28.7","32.2","0.0"
"1571322799-229","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Philadelphia Flyers","2005-06","82","45","26","0","11","101","41",".616","263","253","4","3.21","3.09","18.0","79.1","31.1","28.9","49.5"
"1571322799-1324","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Rangers","1954-55","70","17","35","18","","52","0",".371","150","210","0","2.14","3.00","--","--","--","--","--"
"1571322799-456","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Montréal Canadiens","1960-61","70","41","19","10","","92","0",".657","254","188","0","3.63","2.69","--","--","35.3","29.2","--"
"1571322799-1005","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Chicago Blackhawks","1998-99","82","29","41","12","","70","0",".427","202","248","0","2.46","3.02","14.9","80.2","26.2","29.3","51.5"
"1571322799-228","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Washington Capitals","2014-15","82","45","26","0","11","101","40",".616","237","199","5","2.89","2.43","25.3","81.2","29.5","28.9","51.2"
"1571322799-1200","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Vancouver Canucks","2012-13","48","26","15","0","7","59","21",".615","122","115","5","2.54","2.40","15.8","84.0","28.1","28.9","47.6"
"1571322799-214","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Dallas Stars","1999-00","82","43","23","10","6","102","0",".622","211","184","0","2.57","2.24","15.7","89.3","25.6","26.6","52.6"
"1571322799-1219","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Rangers","1938-39","48","26","16","6","","58","0",".604","149","105","0","3.10","2.19","--","--","--","--","--"
"1571322799-490","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Boston Bruins","1997-98","82","39","30","13","","91","0",".555","221","194","0","2.70","2.37","17.3","84.6","27.2","26.4","51.9"
"1571322799-501","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","St. Louis Blues","2009-10","82","40","32","0","10","90","33",".549","218","218","7","2.66","2.66","16.9","86.8","29.8","30.2","48.8"
"1571322799-1161","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Edmonton Oilers","2014-15","82","24","44","0","14","62","19",".378","193","276","5","2.35","3.37","17.7","76.7","28.4","30.0","48.2"
"1571322799-404","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Islanders","2016-17","82","41","29","0","12","94","39",".573","239","238","2","2.91","2.90","14.9","81.9","30.2","31.9","47.7"
"1571322799-1229","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Vancouver Canucks","1998-99","82","23","47","12","","58","0",".354","192","258","0","2.34","3.15","15.9","82.9","23.7","29.4","50.2"
"1571322799-783","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","San Jose Sharks","1998-99","82","31","33","18","","80","0",".488","196","191","0","2.39","2.33","13.3","85.0","26.1","27.0","47.4"
"1571322799-540","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Pittsburgh Penguins","1990-91","80","41","33","6","","88","0",".550","342","305","0","4.28","3.81","22.9","79.2","30.2","34.0","0.0"
"1571322799-1439","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Chicago Blackhawks","1946-47","60","19","37","4","","42","0",".350","193","274","0","3.22","4.57","--","--","--","--","--"
"1571322799-1012","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Vancouver Canucks","1979-80","80","27","37","16","","70","0",".438","256","281","0","3.20","3.51","17.3","75.8","29.1","29.2","--"
"1571322799-1508","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Americans","1934-35","48","12","27","9","","33","0",".344","100","142","0","2.08","2.96","--","--","--","--","--"
"1571322799-981","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","St. Louis Blues","1983-84","80","32","41","7","","71","0",".444","293","316","0","3.66","3.95","22.4","74.8","30.3","30.0","--"
"1571322799-755","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Buffalo Sabres","1985-86","80","37","37","6","","80","0",".500","296","291","0","3.70","3.64","21.6","80.5","30.0","29.9","--"
"1571322799-1480","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Montréal Canadiens","1940-41","48","16","26","6","","38","0",".396","121","147","0","2.52","3.06","--","--","--","--","--"
"1571322799-488","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Boston Bruins","2009-10","82","39","30","0","13","91","29",".555","196","191","10","2.39","2.33","16.6","86.4","31.7","29.8","52.6"
"1571322799-766","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Detroit Red Wings","1988-89","80","34","34","12","","80","0",".500","313","316","0","3.91","3.95","20.7","81.5","28.7","31.4","0.0"
"1571322799-771","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Boston Bruins","1956-57","70","34","24","12","","80","0",".571","195","174","0","2.79","2.49","--","--","31.8","29.1","--"
"1571322799-619","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Florida Panthers","2018-19","82","36","32","0","14","86","33",".524","264","273","3","3.22","3.33","26.8","81.3","33.0","30.7","49.8"
